,Name,Rank,Rating,Release_year,Episodes,Type,Studio,Tags,staff,Good_Anime
4588,Great Conquest: The Romance of the Three Kingdoms,4672.0,7.06,1992-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Adventure, Ancient China, Historical, Political, Romance of the Three Kingdoms, War, Based on a Novel","Tomoharu Katsumata : Director, Seiji Yokoyama : Music",0
4589,Great Dangaioh,13967.0,5.68,2001-01-01 00:00:00.000000,13.0,TV,AIC,"Action, Drama, Mecha, Sci Fi, Original Work","Toshihiro Hirano : Director, Toshiyuki Watanabe : Music, Masaki Yamada : Character Design, Hiroaki Inoue : Producer, Isao Hidaka : Producer, Kouji Yoritsune : Producer, Yuichi Asai : Producer, Tomio Yamauchi : Episode Director",0
4590,Great Mazinger,5700.0,6.94,1974-01-01 00:00:00.000000,56.0,TV,Toei Animation,"Action, Mecha, Sci Fi, Shounen, Super Robot, Based on a Manga","Go Nagai : Original Creator, Tomoharu Katsumata : Director, Tetsuo Imazawa : Director, Masayuki Akihi : Director, Takeshi Tamiya : Director, Nobuo Onuki : Director, Michiaki Watanabe : Music, Keisuke Morishita : Character Design",0
4591,Great Mazinger vs Getter Robo,9403.0,6.52,1975-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Mecha, Sci Fi, Combining Mecha, Crossover, Super Robot","Masayuki Akihi : Director, Shunsuke Kikuchi : Music, Chuumei Watanabe : Music, Chiaki Imada : Producer",0
4592,Great Mazinger vs Getter Robo G: The Great Space Encounter,11071.0,6.32,1975-01-01 00:00:00.000000,0.0,Movie,Sunrise,"Mecha, Sci Fi, Combining Mecha, Crossover, Super Robot","Masayuki Akihi : Director, Shunsuke Kikuchi : Music, Chuumei Watanabe : Music, Chiaki Imada : Producer",0
4593,Great Pretender,285.0,8.42,2020-01-01 00:00:00.000000,23.0,Web,WIT Studio,"Action, Comedy, Drama, Criminals, Mind Games, Original Work, Drug Use,, Mature Themes,, Nudity","Hiro Kaburagi : Director & Ed Director & Episode Director & Storyboard, Ryouji Masuyama : Assistant Director & Episode Director & Storyboard, Ryouta Kosawa : Screenplay & Series Composition, Yutaka Yamada : Music & Song Composition, Yoshiyuki Sadamoto : Character Design, Kazuto Izumida : Photography Director, Yuusuke Takeda : Art Director, Yuuko Kobari : Color Design",0
4594,Great Teacher Onizuka,113.0,8.69,1999-01-01 00:00:00.000000,43.0,TV,Pierrot,"Comedy, Drama, Shounen, Delinquents, School Life, Slapstick, Teaching, Work Life, Based on a Manga, Bullying,, Emotional Abuse","Tooru Fujisawa : Original Creator, Noriyuki Abe : Director, Masashi Sogo : Screenplay & Series Composition, Yuusuke Honma : Music, Kouichi Usami : Character Design, Ken Hagino : Producer, Yoshihiro Suzuki : Producer, Hideo Katsumata : Producer",0
4595,Greed,13124.0,5.96,1985-01-01 00:00:00.000000,1.0,OVA,Bevore,"Adventure, Fantasy, Original Work","Tomonori Kogawa : Director & Animation Director & Character Design & Key Animator & Original Creator & Screenplay & Storyboard, Haruhiko Maruya : Music, Norio Yamakawa : Producer, Naoyuki Onda : Key Animator",0
4597,Greek Roman Sinhwa Olympus Guardian,5689.0,6.94,2002-01-01 00:00:00.000000,39.0,TV,G&G Entertainment,"Adventure, Fantasy, Greek Mythology, Korean Animation",unknown,0
4598,Greek Roman Sinhwa Olympus Guardian Movie,4812.0,7.04,2005-01-01 00:00:00.000000,0.0,Movie,G&G Entertainment,"Action, Adventure, Fantasy, Greek Mythology, Korean Animation",Hideki Tonokatsu : Storyboard,0
4599,Green Co-Op CMs,10002.0,6.46,2017-01-01 00:00:00.000000,0.0,Other,Trash Studio,"Fantasy, Commercials, Food and Beverage, Short Episodes",Yoshiharu Satou : Director,0
4600,Green Dakara x Bakemono no Ko,13432.0,5.88,2015-01-01 00:00:00.000000,0.0,Other,Studio Chizu,"Anthropomorphic, Commercials, Promotional, Short Episodes",unknown,0
4601,Green Dakara x Mirai no Mirai,13716.0,5.78,2018-01-01 00:00:00.000000,0.0,Other,Studio Chizu,"Commercials, Promotional, Short Episodes",unknown,0
4602,Green Days: Dinosaur and I,4060.0,7.14,2011-01-01 00:00:00.000000,0.0,Movie,unknown,"Drama, Korean Animation",unknown,0
4603,Green Green,10378.0,6.4,2003-01-01 00:00:00.000000,12.0,TV,Studio Matrix,"Comedy, Ecchi, Romance, Boarding School, Newly Co-ed School, School Life, Based on an Eroge, Based on a Visual Novel","Yuuji Mutou : Director, Shinkichi Mitsumune : Music, Kiyotaka Nakahara : Character Design, Tatsuya Ishiguro : Producer, Rie Matsubara : Editor, Yuuji Yanase : Animation Director & Episode Director & Key Animator, Toshinori Narita : Episode Director, Seiya Numata : Key Animator",0
4604,Green Green Character DVD,11084.0,6.32,2003-01-01 00:00:00.000000,3.0,OVA,Studio Matrix,"Comedy, Ecchi, Romance, Based on an Eroge, Based on a Visual Novel",unknown,0
4605,Green Green OVA,12023.0,6.18,2002-01-01 00:00:00.000000,1.0,OVA,unknown,"Comedy, Ecchi, Romance, All-Girls School, Panty Shots, School Life, Based on an Eroge, Based on a Visual Novel","Milktub : Music, Shinji Katakura : Character Design, Takayuki Imayama : Producer, Rie Matsubara : Editor",0
4606,Green Green Thirteen: Erolutions,12747.0,6.04,2004-01-01 00:00:00.000000,0.0,DVD S,Studio Matrix,"Comedy, Boarding School, Borderline H, Based on an Eroge, Based on a Visual Novel, Explicit Sex","Yuuji Mutou : Director, Shinkichi Mitsumune : Music, Kiyotaka Nakahara : Character Design, Hisatoshi Yoshikawa : Producer",0
4607,Green Legend Ran,7605.0,6.72,1992-01-01 00:00:00.000000,3.0,OVA,AIC,"Adventure, Sci Fi, Post-apocalyptic, Revenge, Survival, Original Work","Satoshi Saga : Director, Youichirou Yoshikawa : Music, Yoshimitsu Oohashi : Character Design, Tooru Miura : Producer, Yoshiaki Aihara : Producer, Hisao Yamada : Producer, Shinji Hashimoto : Key Animator, Shinichirou Kajiura : Key Animator",0
4608,Gregory Horror Show,7137.0,6.78,1999-01-01 00:00:00.000000,88.0,TV,Milky Cartoon,"Horror, Short Episodes, Supernatural, CG Animation, Original Work","Kazumi Minagawa : Director, Kousei Kanou : Producer, Shigemi Morioka : Producer, Takashi Masuda : Producer",0
4609,Grenadier,7031.0,6.78,2004-01-01 00:00:00.000000,12.0,TV,Group TAC,"Action, Adventure, Ecchi, Shounen, Episodic, Guns, Western, Based on a Manga","Sousuke Kaise : Original Creator, Hiroshi Koujina : Director, Yasunori Iwasaki : Music, Hideki Inoue : Character Design, Yukio Abe : Art Director, Toyoo Ashida : Producer, Yutaka Ohashi : Producer",0
4610,Grenadier Specials,10673.0,6.36,2005-01-01 00:00:00.000000,0.0,DVD S,Group TAC,"Comedy, Ecchi, Shounen, Guns, Western, Based on a Manga","Sousuke Kaise : Original Creator, Yasunori Iwasaki : Music, Hideki Inoue : Character Design",0
4611,Grendizer Giga (2015),10446.0,6.4,2015-01-01 00:00:00.000000,0.0,Other,unknown,"Action, Mecha, Based on a Manga",unknown,0
4612,"Grendizer, Getter Robo G, Great Mazinger: Kessen! Daikaijuu!",8627.0,6.62,1976-01-01 00:00:00.000000,0.0,Movie,unknown,"Action, Mecha, Sci Fi, Combining Mecha, Crossover, Kaijuu, Super Robot","Masayuki Akihi : Director, Shunsuke Kikuchi : Music, Chuumei Watanabe : Music, Shingo Araki : Character Design, Chiaki Imada : Producer",0
4613,Grey: Digital Target,13030.0,5.98,1986-01-01 00:00:00.000000,0.0,Movie,Ashi Productions,"Sci Fi, Shounen, Post-apocalyptic, Based on a Manga, Nudity,, Sexual Content,, Violence","Yoshihisa Tagami : Original Creator, Satoshi Dezaki : Director, Gorou Oumi : Music, Setsuko Shibuichi : Character Design, Kenichi Maejima : Mechanical Design, Seiichi Sakamoto : Producer",0
4614,Grimgar of Fantasy and Ash,1164.0,7.88,2016-01-01 00:00:00.000000,12.0,TV,A-1 Pictures,"Action, Adventure, Drama, Fantasy, Guilds, Isekai, MMORPG, Monsters, Person in a Strange World, RPG, Weak to Strong, Based on a Light Novel, Violence","Ryousuke Nakamura : Director & Episode Director & Key Animator & Screenplay & Sound Director & Storyboard, R.O.N : Music, Mieko Hosoi : Character Design, Noritoshi Satou : Producer, Masaya Saitou : Producer",0
4615,Grimgar of Fantasy and Ash Special,9050.0,6.56,2016-01-01 00:00:00.000000,0.0,DVD S,A-1 Pictures,"Comedy, Ecchi, Fantasy, Isekai, MMORPG, Person in a Strange World, RPG, Based on a Light Novel",unknown,0
4616,Grimm Douwa: Kin no Tori,5735.0,6.92,1987-01-01 00:00:00.000000,0.0,Movie,MADHOUSE,"Adventure, Fantasy","Toshio Hirata : Director, Kuni Kawachi : Music, Manabu Oohashi : Character Design",0
4617,Grimm's Fairy Tale Classics,3128.0,7.3,1987-01-01 00:00:00.000000,47.0,TV,Nippon Animation,"Fantasy, Episodic, Family Friendly, Based on a Fairy Tale",Hideo Shimazu : Music,0
4618,Grimms Notes the Animation,14280.0,5.56,2019-01-01 00:00:00.000000,12.0,TV,Brain's Base,"Action, Adventure, Fantasy, Magic, Based on a Fairy Tale, Based on a Mobile Game","Shizutaka Sugahara : Director, Mirai Kodai Gakudan : Music, Kentarou Matsumoto : Character Design, Tomio Yamauchi : Episode Director",0
4619,Grimoire of Zero,2240.0,7.52,2017-01-01 00:00:00.000000,12.0,TV,WHITE FOX,"Action, Adventure, Fantasy, Magic, Medieval, Mercenaries, Witches, Based on a Light Novel","Tetsuo Hirakawa : Director, Akito Matsuda : Music, Daisuke Mataga : Character Design, Ryosuke Kimiya : Character Design, Hiroshi Kawamura : Producer, Takema Okamura : Producer, Fuminori Yamazaki : Producer, Mika Shimizu : Producer",0
4620,Grisaia: Phantom Trigger,4347.0,7.1,2019-01-01 00:00:00.000000,2.0,OVA,Bibury Animation Studios,"Action, Drama, Assassins, Boarding School, Espionage, Guns, School Life, Based on a Visual Novel, Violence","Motoki Tanaka : Director, Kousuke Murayama : Assistant Director, Hitoshi Fujima : Music, Fuminori Matsumoto : Music, Akio Watanabe : Animation Director & Character Design & Chief Animation Director, Ryuuichirou Yamakawa : Producer, Ura : Op Director & Storyboard",0
4621,Grisaia: Phantom Trigger - Stargazer,3351.0,7.26,2020-01-01 00:00:00.000000,1.0,OVA,Bibury Animation Studios,"Action, Drama, Assassins, Guns, Jungle, Based on a Visual Novel, Violence","Kousuke Murayama : Director, Hitoshi Fujima : Music, Fuminori Matsumoto : Music, Akio Watanabe : Animation Director & Character Design & Chief Animation Director, Ryuuichirou Yamakawa : Producer, Ura : Op Director & Storyboard",0
4622,Groizer X,10834.0,6.34,1976-01-01 00:00:00.000000,36.0,TV,Knack,"Mecha, Sci Fi, Aliens","Hiroshi Taisenji : Director, Norio Suzuki : Character Design",0
4623,Ground Control to Psychoelectric Girl,3039.0,7.34,2011-01-01 00:00:00.000000,12.0,TV,SHAFT,"Comedy, Seinen, Slice of Life, Based on a Light Novel","Akiyuki Simbo : Chief Director, Yukihiro Miyamoto : Director & Episode Director, Asako Nishida : Character Design, Takayuki Aizu : Photography Director, Hitoshi Hibino : Color Design, Kozue Kaneniwa : Producer, Junichirou Tanaka : Producer, Rie Matsubara : Editor",0
4624,Ground Control to Psychoelectric Girl: The Nighttime Sun,2748.0,7.4,2012-01-01 00:00:00.000000,0.0,DVD S,SHAFT,"Comedy, Slice of Life, Based on a Light Novel","Akiyuki Simbo : Chief Director, Yukihiro Miyamoto : Director",0
4625,Growing Up With Hello Kitty,9844.0,6.48,1994-01-01 00:00:00.000000,16.0,OVA,Sanrio,"Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters, Short Episodes",unknown,0
4626,Growlanser IV: Wayfarer of the Time,13406.0,5.88,2005-01-01 00:00:00.000000,1.0,OVA,feel.,"Action, Fantasy, RPG, Based on a Video Game","Masahiko Murata : Director & Key Animator & Storyboard, Tomoyuki Hamada : Music, Satoshi Urushihara : Character Design, Yasuhisa Kondou : Photography Director",0
4627,Grrl Power!,11539.0,6.24,2004-01-01 00:00:00.000000,1.0,OVA,CoMix Wave Films,"Comedy, Family Friendly, Based on a Manga","Akitarou Daichi : Producer & Director & Original Creator, Double Oats : Music, Yuka Shibata : Character Design",0
4628,Gu-Gu Ganmo,3448.0,7.24,1984-01-01 00:00:00.000000,50.0,TV,Toei Animation,"Comedy, Shounen, Based on a Manga","Fujihiko Hosono : Original Creator, Yoshikata Nitta : Director, Kan Ogasawara : Music, Takao Kozai : Character Design",0
4629,Gu-Gu Ganmo Movie,5328.0,6.98,1985-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Comedy, Shounen, Based on a Manga","Fujihiko Hosono : Original Creator, Akinori Nagaoka : Director, Kan Ogasawara : Music",0
4630,Guan Hai Ce,4773.0,7.04,2018-01-01 00:00:00.000000,16.0,Web,Spring 2018,"Action, Fantasy, Chinese Animation, Historical, Martial Arts, Military, Based on a Novel, CG Animation",unknown,0
4631,Guardian Hearts,13972.0,5.68,2003-01-01 00:00:00.000000,6.0,OVA,VENET,"Ecchi, Fantasy, Harem, Romance, Shounen, Based on a Manga","Sae Amatsu : Original Creator, Yasuhiro Kuroda : Director, Ryou Sakai : Music, Norikatsu Nakano : Character Design, Kazuhiro Yamada : Photography Director, Saburou Oomiya : Producer, Yoshihiro Aratani : Producer, Hideki Tonokatsu : Storyboard",0
4632,Guardian Hearts Power UP!,13530.0,5.84,2005-01-01 00:00:00.000000,4.0,OVA,VENET,"Action, Ecchi, Fantasy, Harem, Romance, Shounen, Magic, Based on a Manga","Sae Amatsu : Original Creator, Yasuhiro Kuroda : Director, Ryotarou Akao : Character Design, Norikatsu Nakano : Character Design, Yoshihiro Aratani : Producer, Akihiko Hashimoto : Producer, Hiroshi Kurimoto : Storyboard",0
4633,Guardian Ninja Mamoru!,9039.0,6.56,2006-01-01 00:00:00.000000,12.0,TV,Group TAC,"Action, Comedy, Childhood Friends, Ninja, Based on a Light Novel","Yoshitaka Fujimoto : Director, Takeshi Watanabe : Music, Natsuki Watanabe : Character Design, Osamu Hosokawa : Producer, Kenjiro Kawahito : Producer, Koutarou Tamura : Episode Director, Akira Takeuchi : Animation Director",0
4634,Guardian of Darkness,13608.0,5.82,1990-01-01 00:00:00.000000,3.0,OVA,J.C.Staff,"Sci Fi, Supernatural, Original Work","Osamu Yamasaki : Director, Seikou Nagaoka : Music, Masami Obari : Character Design, Kenichi Oonuki : Character Design, Nobuhisa Abe : Producer, Shigeaki Komatsu : Producer, Michihisa Abe : Producer, Satoru Ishida : Editor",0
4635,Gude Crest: The Emblem of Gude,13529.0,5.84,1990-01-01 00:00:00.000000,1.0,OVA,J.C.Staff,"Action, Fantasy, Magic, Swordplay, Based on a Light Novel","Reiko Hikawa : Original Creator, Kazuhito Kikuchi : Director, Shoji Honda : Music, Tsukasa Dokite : Character Design, Yoshiaki Aihara : Producer, Hiroshi Takao : Producer, Satoru Ishida : Editor, Shuuichi Kakesu : Editor",0
4636,Gudetama,2796.0,7.38,2014-01-01 00:00:00.000000,100.0,TV,Gathering,"Comedy, Anthropomorphic, Food and Beverage, Food Protagonists, Non-Human Protagonists, Sanrio Characters, Short Episodes",unknown,0
4640,Gugure! Kokkuri-san,1809.0,7.64,2014-01-01 00:00:00.000000,12.0,TV,TMS Entertainment,"Comedy, Shounen, Animal Characteristics, Dark Comedy, Japanese Mythology, Non-Human Protagonists, Supernatural, Youkai, Based on a 4-Koma Manga, Based on a Manga","Midori Endou : Original Creator, Yoshimasa Hiraike : Director, Hajime Hyakkoku : Music, Miwa Ooshima : Character Design, Tomoyuki Shiokawa : Photography Director, Kazuhiro Asou : Producer, Yoshikazu Beniya : Producer, Satoshi Kojima : Producer",0
4641,Gugure! Kokkuri-san Specials,1795.0,7.64,2014-01-01 00:00:00.000000,0.0,DVD S,TMS Entertainment,"Comedy, Shounen, Animal Characteristics, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga",Midori Endou : Original Creator,0
4642,Guilstein,13214.0,5.92,2002-01-01 00:00:00.000000,0.0,Movie,ACC Production,"Action, Horror, Sci Fi, Human Experimentation, CG Animation, Violence","Hitoshi Nagao : Art Director, Shigeru Nishiyama : Editor",0
4643,Guilty Crown,1508.0,7.74,2011-01-01 00:00:00.000000,22.0,TV,Production I.G,"Action, Mecha, Sci Fi, Dystopia, noitaminA, Pandemic, Rebellions, Terrorism, Original Work","Tetsurou Araki : Director, Hiroyuki Sawano : Music, Supercell : Music, Hiromi Katou : Character Design, Takuma Ebisu : Mechanical Design, Makoto Kimura : Producer, George Wada : Producer, Narue Minami : Producer",0
4644,Guilty Crown Kiseki: Reassortment,4069.0,7.14,2012-01-01 00:00:00.000000,0.0,TV Sp,Production I.G,"Action, Mecha, Sci Fi, noitaminA, Recap, Original Work","Tetsurou Araki : Director, Supercell : Music, Hiromi Katou : Character Design",0
4645,Guilty Crown: 4-koma Gekijou,11580.0,6.24,2012-01-01 00:00:00.000000,0.0,DVD S,Production I.G,"Comedy, Chibi",Kenshirou Morii : Director,0
4646,Guilty Crown: Lost Christmas,5458.0,6.96,2012-01-01 00:00:00.000000,1.0,OVA,Production I.G,"Action, Mecha, Sci Fi, Pandemic, Shorts, Original Work","Shinpei Ezaki : Director, Yasuyuki Ebara : Character Design, Arifumi Imai : Key Animator",0
4647,Guin Saga,5906.0,6.9,2009-01-01 00:00:00.000000,26.0,TV,SATELIGHT,"Action, Adventure, Fantasy, Magic, Medieval, Royalty, Based on a Light Novel","Kaoru Kurimoto : Original Creator, Atsushi Wakabayashi : Director, Naomichi Yamato : Assistant Director, Nobuo Uematsu : Music, Toshiharu Murata : Character Design & Chief Animation Director, Hideki Gotou : Producer, Kenjiro Kawahito : Producer",0
4648,Guitar,13237.0,5.92,2009-01-01 00:00:00.000000,0.0,Movie,unknown,"Music, Shorts",Ryo Hirano : Director,0
4649,Guitar Shoujo!,13984.0,5.68,2011-01-01 00:00:00.000000,0.0,Other,unknown,"Commercials, Promotional",unknown,0
4650,Guitar wo Motta Shounen: Kikaider vs. Inazuman,6161.0,6.88,2003-01-01 00:00:00.000000,1.0,OVA,Radix Ace Entertainment,"Action, Sci Fi, Androids, Crossover, Non-Human Protagonists, Robots",Naoyuki Konno : Director & Character Design,0
4651,Gulliver Funtouki,14064.0,5.66,1950-01-01 00:00:00.000000,0.0,Movie,unknown,"Adventure, Fantasy, Black and White, Japanese Anime Classic Collection, Shorts, Original Work",unknown,0
4652,Gulliver no Uchuu Ryokou,12398.0,6.1,1965-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Adventure, Sci Fi, Family Friendly, Outer Space, Original Work","Yoshio Kuroda : Director, Isao Tomita : Music",0
4654,Gun Frontier,10236.0,6.42,2002-01-01 00:00:00.000000,13.0,TV,Vega Entertainment,"Action, Adventure, Comedy, Seinen, America, Guns, Leijiverse, Western, Based on a Manga","Leiji Matsumoto : Original Concept, Souichirou Zen : Director, Hiroshi Motokura : Music, Keisuke Masunaga : Character Design, Miho Nakata : Character Design, Kouki Okagawa : Producer, Tomoyuki Imai : Producer, Toshiharu Namiki : Producer",0
4655,Gun x Sword,3587.0,7.22,2005-01-01 00:00:00.000000,26.0,TV,AIC ASTA,"Action, Adventure, Mecha, Sci Fi, Guns, Western, Original Work, Violence","Gorou Taniguchi : Director & Storyboard, Kotaro Nakagawa : Music, Takahiro Kimura : Character Design, Hiroyuki Birukawa : Producer, Hiroyuki Saeki : Producer, Ryouki Kamitsubo : Episode Director, Kenichi Ishikura : Episode Director",0
4656,Gun x Sword-san,11668.0,6.24,2006-01-01 00:00:00.000000,0.0,DVD S,AIC ASTA,Comedy,"Kotaro Nakagawa : Music, Takahiro Kimura : Character Design",0
4657,Gun-dou Musashi,15133.0,4.78,2006-01-01 00:00:00.000000,26.0,TV,ACC Production,"Action, Fantasy, Feudal Japan, Samurai, Original Work","Masami Suda : Character Design, Shigeru Nishiyama : Editor",0
4658,Gun-dou Musashi Recap,5951.0,6.9,2006-01-01 00:00:00.000000,0.0,TV Sp,ACC Production,"Action, Fantasy, Feudal Japan, Recap, Samurai, Original Work",Masami Suda : Character Design,0
4659,Gunbuster,1873.0,7.62,1988-01-01 00:00:00.000000,6.0,OVA,GAINAX,"Ecchi, Mecha, Sci Fi, Outer Space, Super Robot, Original Work, Nudity","Hideaki Anno : Director & Key Animator & Screenplay & Storyboard, Kouhei Tanaka : Music, Toshiyuki Kubooka : Character Design, Minoru Takanashi : Producer, Hiroaki Inoue : Producer, Shirou Sasaki : Producer, Kinji Yoshimoto : Assistant Animation Director, Shinji Hashimoto : Key Animator",0
4660,Gunbuster 2,2202.0,7.52,2004-01-01 00:00:00.000000,6.0,OVA,GAINAX,"Mecha, Sci Fi, Aliens, Androids, Outer Space, Robots, Supernatural, Original Work, Nudity","Kazuya Tsurumaki : Director & Original Concept, Kouhei Tanaka : Music, Yoshiyuki Sadamoto : Character Design, Takeshi Yasuda : Producer, Hisanori Kunisaki : Producer, Yasuhiro Takeda : Producer, Shirou Sasaki : Producer, Hideaki Anno : Key Animator & Storyboard",0
